text,label,source,split,context,topic,masked_text,original_label
"That ’ s an 80 % decline .
“ They ’ ve gone and left hundreds of thousands of acres of burnt timber , a fire bomb waiting to happen , standing in place because the black back woodpecker prefers that habitat , ” Zybach said . “",false_dilemma,causalNLP_logic_climate,train,presenting only two options or sides when there are many options or sides.,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,,false dilemma
"The Clinton administration ’ s plan to turn forests in the West into pristine land free of human interference risked fueling “ wildfires reminiscent of the Tillamook burn , the 1910 fires and the Yellowstone fire , ” Zybach , who is based in Oregon , told Evergreen magazine in 1994 , when the NWFP came into effect .",fallacy_of_credibility,causalNLP_logic_climate,train,attempts to disprove an argument by attacking the character of the speaker.,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,,fallacy of credibility
"Former President Bill Clinton made a significant change to federal land management nearly 30 years ago that created the conditions necessary for massive wildfires to consume portions of the West Coast , according to one fire expert who predicted the problem years ago .",fallacy_of_credibility,causalNLP_logic_climate,train,attempts to disprove an argument by attacking the character of the speaker.,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,,fallacy of credibility
"The former president ’ s decision created a ticking time bomb , Zybach argues .
“",fallacy_of_credibility,causalNLP_logic_climate,train,attempts to disprove an argument by attacking the character of the speaker.,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,,fallacy of credibility
"Shortly before leaving office in 2001 , Clinton limited the ability of the United States Forest Service to thin out a dense thicket of foliage and downed trees on federal land to bring the West into a pristine state , Bob Zybach , an experienced forester with a PhD in environmental science , told the Daily Caller News Foundation .",fallacy_of_credibility,causalNLP_logic_climate,train,attempts to disprove an argument by attacking the character of the speaker.,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,,fallacy of credibility
"Years of keeping these areas in their natural state result in dead trees and dried organic material settling on the forest floor , turning such material into matchsticks soaked in jet fuel during dry seasons , he said .",other_fallacy,causalNLP_logic_climate,train,an error in the logical structure of an argument.,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,,fallacy of logic
"Years of keeping these areas in their natural state result in dead trees and dried organic material settling on the forest floor , turning such material into matchsticks soaked in jet fuel during dry seasons , he said .",other_fallacy,causalNLP_logic_climate,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,,faulty generalization
"Fires have killed 26 people in West Coast states since August , including 19 people in California , and have culminated in more than half-a-million people evacuating Oregon , a number representing roughly 10 % of the state ’ s overall population .",other_fallacy,causalNLP_logic_climate,train,manipulation of the recipient's emotions in order to win an argument,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,,appeal to emotion
"Roughly 100 massive fires are blazing Saturday in the West , including 12 in Idaho and nine in Montana , the National Interagency Fire Center said Saturday . All told , the wildfires have churned through more than 4.5 million acres in 12 states . ( RELATED : Wildfires , Blackouts And High Gas Prices : Californians Fight Familiar Foes Amid Pandemic )",other_fallacy,causalNLP_logic_climate,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,,ad populum
"That ’ s an 80 % decline .
“ They ’ ve gone and left hundreds of thousands of acres of burnt timber , a fire bomb waiting to happen , standing in place because the black back woodpecker prefers that habitat , ” Zybach said . “",other_fallacy,causalNLP_logic_climate,train,some intentional (sometimes subconscious) action/choice to incorrectly support an argument,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,,intentional
"It ’ s great for lawyers , but it ’ s bad for people who breathe air or work in the woods . ”
“ The prescribed burns are an ancient form of management for keeping the fuels down so these events don ’ t happen , ” Zybach added , referring to Native American Indians who used controlled burns to ward away pests and prevent wildfires from licking their homes . The Clinton administration ’ s plan to turn forests in the West into pristine land free of human interference risked fueling “ wildfires reminiscent of the Tillamook burn , the 1910 fires and the Yellowstone fire , ” Zybach , who is based in Oregon , told Evergreen magazine in 1994 , when the NWFP came into effect .",fallacy_of_credibility,causalNLP_logic_climate,train,attempts to disprove an argument by attacking the character of the speaker.,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,,fallacy of credibility
"The Clinton administration ’ s plan to turn forests in the West into pristine land free of human interference risked fueling “ wildfires reminiscent of the Tillamook burn , the 1910 fires and the Yellowstone fire , ” Zybach , who is based in Oregon , told Evergreen magazine in 1994 , when the NWFP came into effect . Western Oregon had one major fire above 10,000 acres between 1952 and 1987 , reports show . The Silver Complex Fire of 1987 snapped that streak after torching more than 100,000 acres in the Kalmiopsis Wilderness area , killing rare plants and trees the federal government sought to protect from human activities .",other_fallacy,causalNLP_logic_climate,train,manipulation of the recipient's emotions in order to win an argument,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,,appeal to emotion
"The solution is “ to get good fire on the ground and whittle down some of that fuel load , ” he told ProPublica in August .
“ It ’ s just … well … it ’ s horrible .",fallacy_of_credibility,causalNLP_logic_climate,train,attempts to disprove an argument by attacking the character of the speaker.,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,,fallacy of credibility
